,created_at,text,coordinates
1183,2013-11-03 01:11:19+00:00,Dinner with janellerhall and tedrakruse in #boulder @ Pasta Vino http://t.co/Jh0T5JBnHT,"[-105.281534, 40.017621]"
1184,2013-11-02 19:34:05+00:00,My favorite #Boulder used bookstore. And a homeless guy. #books http://t.co/VLNDX0jVxR,"[-105.259313, 40.031988]"
1185,2013-11-02 17:22:39+00:00,Nice weekend ahead! Much cooler temps and snow chances arrive next week! Details tonight on @FOX21News #COWX,"[-104.8439955, 38.92518017]"
1186,2013-11-02 17:24:18+00:00,#scottcarpenter funeral underway in #boulder representative of American curiosity at its best # nasa,"[-105.27777798, 40.02076152]"
1187,2013-11-02 20:24:27+00:00,Outstanding. And I'm a southerner. Moes original BBQ #boulder @ Moe's Original Bar B Que http://t.co/CMD2b6Mpds,"[-105.25375733, 39.99913238]"
1188,2013-11-02 18:51:26+00:00,Awesome day on the trail #boulder @ Bear Peak http://t.co/lrfWAqZv8g,"[-105.29523451, 39.96023607]"
1189,2013-11-03 02:05:05+00:00,"Getting kind of bored of Baltimore, where should I go next #Portland or #Boulder ?","[-76.89162531, 39.49182598]"
1190,2013-11-03 02:35:11+00:00,Shadow of the First Flatiron stretching across #Boulder. @ Top of the 1st Flatiron http://t.co/sWhwfU3hUT,"[-105.29448569, 39.99023887]"
1191,2013-11-02 15:09:13+00:00,Ayla Nereo Solo Performance at Shine Restaurant and Gathering Place Wed Nov 6th 7:30-10pm http://t.co/Dv8TpZXczF #Boulder,"[-105.2790591, 40.0188342]"
1192,2013-11-02 13:39:37+00:00,#seychelles #ladigue #honeymoon #sea #ocean #boulder @ La Digue Island http://t.co/ic3GqfPRGQ,"[55.82892541, -4.34860303]"
1193,2013-11-01 23:15:08+00:00,Precious beers are slumbering! 🍻 #averybrewery #beer #boulder @ Avery Brewing Company http://t.co/cTh3xuG11t,"[-105.219066, 40.01697237]"
1194,2013-11-02 02:48:10+00:00,I want some Cosmos!!! #boulder #NotOneHundredPercentSober,"[-108.5555948, 39.07847974]"
1195,2013-11-01 21:26:56+00:00,"This used to be a flat, well groomed trail. #boulderflood @ Lower Big Bluestern Trail http://t.co/RgLsvHAV5Y","[-105.25874435, 39.95538213]"
1196,2013-11-02 19:39:19+00:00,I am in love with the #FarmersMarket in  #Boulder. #Jba13 #foodist [pic] — https://t.co/fFLOAI6Xoh,"[-105.27781, 40.01553]"
1197,2013-11-02 15:52:29+00:00,Come on down to the #Boulder Farmer's Market. Sip with us to shop with local farmers. Also FREE… http://t.co/PUXCN9uxwL,"[-105.2777338, 40.01532303]"
1198,2013-11-03 03:02:09+00:00,"Had a much needed, great night, with phenomenal people who are rooted in Christ. &amp; glad @tylerstricklan could come #boulder #churchplant","[-94.45123189, 37.09832104]"
1199,2013-11-03 00:51:44+00:00,On the run today at the Schoolyard CX. #boulder #cyclocross #raleighbikes @ Boulder Reservoir &amp; Park http://t.co/LTuQhZ2sm8,"[-105.22881031, 40.07145436]"
1200,2013-11-02 17:37:49+00:00,#scottcarpenter honored in #boulder deep roots in community brought to life during service #colorado pride,"[-105.27731147, 40.02058213]"
1201,2013-11-01 23:58:48+00:00,Jamming to Wannabe with my girrrr @AliAry3 #Boulder,"[-104.96622674, 39.68646176]"
1202,2013-11-01 16:48:08+00:00,Fall. Friday. Flatirons. #Boulder #cuboulder @ Wolf Law - UCB http://t.co/4iQo2J43Oa,"[-105.26284218, 40.00089259]"
1203,2013-11-01 00:27:38+00:00,just a small chile hanging out at the #munchkinmasquerade #downtownboulder #boulder #halloween… http://t.co/vmSarvgFeX,"[-105.27878987, 40.01806013]"
1204,2013-11-01 15:34:26+00:00,#boulder here we come! #atthack https://t.co/frAzUxvqM7 @ Seattle-Tacoma International… http://t.co/IkocDWruPy,"[-122.30259419, 47.44364658]"
1205,2013-11-01 00:03:27+00:00,Halloween on Pearl Street #Boulder. What is that thing? @ Pearl Street Mall http://t.co/49hbpwzb9h,"[-105.27878987, 40.01806013]"
1206,2013-11-01 17:24:06+00:00,Above the inversion. #COwx #GJCO #WesternSlope #Colorado #gym #church #SerpentsTrailDiet #hiking @… http://t.co/F1Zf4tCooG,"[-108.63092505, 39.03196]"
1207,2013-11-01 02:50:40+00:00,At the #shakeygraves concert! #thefox #boulder @ Fox Theatre http://t.co/p3A2TJRqGk,"[-105.27657795, 40.00803229]"
1208,2013-11-01 08:18:58+00:00,#grizmatik #fristbank #atrack #boulder #colorado an amazing way to start off the #Halloween weekend @… http://t.co/oYwNLhIeAA,"[-105.08569655, 39.90486683]"
1209,2013-11-01 03:00:10+00:00,Great #floodrelief fundraiser by @mocavo.  Favorite costume @davidcohen dressed as @bfeld #boulder #awesomeness http://t.co/ea4b8nWiHe,"[-105.27983012, 40.01707039]"
1210,2013-11-01 17:09:45+00:00,الجامعة خالية اليوم شكله محد مداوم عقب الي صار أمس👻 #Boulder #halloween2013,"[-105.26307712, 40.0072926]"
1211,2013-11-01 17:56:19+00:00,CDOT Gabe Klein resigns from city #RahmChicago #divvybikes,"[-87.63213, 41.8915]"
1212,2013-11-01 13:38:23+00:00,Good morning Sanitas #wildlife #boulder @ Mount Sanitas http://t.co/xbiL3BdKat,"[-105.29586329, 40.02078771]"
1213,2013-11-01 01:29:11+00:00,". @NWSBoulder @bouldercolorado is this crazy wind normal?
Asking because of reasons...
#COwx #fb","[-105.2631358, 40.0156006]"
1214,2013-11-01 03:22:50+00:00,Pi Kap and Kappa Sig friends? #halloween #boulder @nick_jackson77 @ CU: Hallett Hall http://t.co/ietdWuGUnv,"[-105.26485577, 40.00496984]"
1215,2013-11-01 00:11:45+00:00,Flood damage #boulder trails @ Sanitas Valley Trail http://t.co/2Bu14KwiKS,"[-105.29430277, 40.02079295]"
1216,2013-11-01 13:12:53+00:00,Some snow on the roads in Black Forest #cowx,"[-104.69816937, 38.99840411]"
1217,2013-11-01 01:21:43+00:00,It is realllly windy in #Boulder. I guess Mother Nature wanted to join in on the Halloween festivities...,"[-105.25897828, 40.02218632]"
1218,2013-10-31 16:01:31+00:00,#UnseenBeanCompany &amp; @twistedpine brings to us this #BigShot #Espresso #Stout out of #Boulder… http://t.co/LB73Gf2ZMp,"[-77.47649789, 39.04474022]"
1219,2013-10-30 23:49:27+00:00,Pretty neat #sunset tonight! I love how fog really enhances the beauty! #cowx @ Colorado State… http://t.co/4BKMXOkjbc,"[-104.57854956, 38.30825633]"
1220,2013-10-30 22:26:49+00:00,Now that's a hell of a view #boulder #colorado #scenicview @ University of Colorado Boulder http://t.co/eeMG7p3StN,"[-105.26589022, 40.0073385]"
1221,2013-10-31 15:25:13+00:00,Fall in #Boulder. 🍂 #cuboulder #colorado #halloween @ Old Main - UCB http://t.co/zOfz7tG5KY,"[-105.27334869, 40.0091888]"
1222,2013-10-31 03:15:14+00:00,Autumn Days #colorado #boulder #mountains @ South Boulder Creek Trailhead http://t.co/XftN3YzETX,"[-105.22207764, 39.98664341]"
1223,2013-10-31 02:45:46+00:00,Puddles in Palisade after the storm #COwx #GJCO @ Riverbend Park http://t.co/U1eFlGOIdL,"[-108.35819721, 39.10055904]"
1224,2013-10-31 03:07:53+00:00,Off the Beaten Path #boulder #colorado #mountains #clouds @ Bobolink Trailhead http://t.co/lSiOYM5u4i,"[-105.21492426, 39.99972433]"
1225,2013-10-31 05:41:11+00:00,The arrival of winter to Palisade as autumn is in full glory #COwx #GJCO @ Riverbend Park http://t.co/zdQOFHC8F5,"[-108.35819721, 39.10055904]"
1226,2013-10-31 16:47:58+00:00,Será? #coca #pop #matandominhasede @ EPTC - Empresa Publica de Transporte e Circulação - CDOT http://t.co/68uWwKU9Sa,"[-51.21860369, -30.0454023]"
1227,2013-10-31 15:20:34+00:00,“@KeystoneMtn: Snowing up top! Less than 24 hours 'til opening #cowx http://t.co/s8OP0anzte” will miss not working there this year,"[18.86829398, -33.93039206]"
1228,2013-10-30 19:18:58+00:00,Such a beautiful campus! #cu #boulder #gobuffs @ Old Main http://t.co/2g45WTNFNy,"[-105.27284842, 40.00675534]"
1229,2013-10-30 18:53:28+00:00,#NCAR hiding in #boulder fog. @ NCAR - National Center for Atmospheric Research http://t.co/SBXIYZ0DyO,"[-105.27468611, 39.97885334]"
1230,2013-10-30 15:54:32+00:00,"Damn RT @gratzo: Hey #Boulder, get up Sanitas now. Best view I've ever seen. http://t.co/dyMj5zCuTg","[-104.99407325, 39.75355693]"
1231,2013-10-30 07:17:36+00:00,Ive seen quite a few lighting strikes and it's 33 degrees with heavy sleet and snow! #cowx http://t.co/893xLYUK5A,"[-105.21895671, 40.30449225]"
1232,2013-10-30 14:23:10+00:00,"Awesome! #Fall #foliage #Autumn #COwx RT @EarthPix: Autumn, The Rockies, Colorado http://t.co/TrxFVtoLPk","[-122.4143235, 37.6286008]"
1233,2013-10-30 13:34:18+00:00,"Traffic backed up on east bound hwy 36, ramp off table Mesa also backed up #boulder #traffic","[-105.23531224, 39.9862984]"
1234,2013-10-30 07:23:17+00:00,Thunder #cowx #Louisville,"[-105.14605796, 39.9922361]"
1235,2013-10-30 13:00:37+00:00,This category is going to be huge RT @dailycamera: #Boulder council approves e-bikes on multiuse paths http://t.co/m23nU2KMUf,"[-105.2833671, 40.02302446]"
1236,2013-10-30 07:39:32+00:00,feels like December already #snow #cuboulder #boulder #colorado @ CU: Newton Court Apartments http://t.co/ozLUaZcuIZ,"[-105.2649415, 40.01333976]"
1237,2013-10-30 02:30:27+00:00,"Hwy 36 to #Estes to open Monday, so you can go see Chinook the Pinewood Springs puppy @COcherrycompany #coflood http://t.co/5SBhAguz8V","[-105.05532377, 40.54933614]"
1238,2013-10-30 12:59:03+00:00,Light fog in the area and cold. #cowx #csupueblo @ Culebra Residence Hall http://t.co/LTyY4dtlP3,"[-104.57949988, 38.31238064]"
1239,2013-10-30 13:32:20+00:00,Traffic backed up on west bound S. Boulder Rd at Cherryvale #boulder #traffic,"[-105.21261614, 39.9861329]"
1240,2013-10-30 16:01:50+00:00,Favorite tree on campus #CU #Boulder #TreeStagram #Fall #Snow #Pretty @ Hale Science - UCB http://t.co/7Ii7CopugO,"[-105.27491748, 40.009178]"
1241,2013-10-30 15:20:14+00:00,Heading to work at NCAR above the clouds. #cowx http://t.co/E0WTEh0HCr,"[-105.27332366, 39.97877124]"
1242,2013-10-30 07:09:28+00:00,Correction: thunder-snow #what? #boulder #colorado #weather for ya,"[-105.27108265, 40.01032952]"
1243,2013-10-30 00:06:07+00:00,Cold! Short walk to the dorm and I'm already frozen. #cowx #weather #instaweather #instaweatherpro… http://t.co/x19YhXIykN,"[-104.57854956, 38.30825633]"
1244,2013-10-30 01:15:29+00:00,teusday's riffs #foodie #Menu #Riffs #foodietravel #boulder http://t.co/fQ6QjsyEBP,"[-105.28073764, 40.01792753]"
1245,2013-10-29 13:12:59+00:00,A really cold start to the day!! #cowx #weather #instaweather #instaweatherpro  #pueblo #csupueblo… http://t.co/7fSXJ0wS0e,"[-104.57854956, 38.30825633]"
1246,2013-10-29 00:10:30+00:00,Freezing drizzle and fog. What an awesome fall day. #COwx http://t.co/ORjByaW2Pu,"[-105.21937758, 40.30435826]"
1247,2013-10-28 23:42:26+00:00,Getting real excited for this weekend #halloween #boulder #Colorado,"[-74.19842527, 40.94396974]"
1248,2013-10-29 02:35:13+00:00,"yup, that's about what I expected. #boulder zero diversity. http://t.co/ZrLIXkcBCW","[-105.24578681, 40.03541742]"
1249,2013-10-29 03:58:17+00:00,Delicious and fun night at Brasserie Ten Ten French restaurant in #Boulder #colorado with my family tonight. :-) http://t.co/8fzH2MEkPe,"[-105.1963453, 39.8328323]"
1250,2013-10-29 03:22:55+00:00,Last week in #boulder. Snow on the way #neverwinter @ Sanitas Valley Trail http://t.co/Rj9uYxyqIc,"[-105.29430277, 40.02079295]"
1251,2013-10-30 01:04:39+00:00,Decided to check out #Riffs #foodietravel #Boulder @ Riffs Urban Fare http://t.co/TTvDYrATFt,"[-105.28088752, 40.01773908]"
1252,2013-10-29 18:32:17+00:00,#raindrops #waterdrop #pineneedle #pines #autumn #fall #boulder #cuboulder #campus… http://t.co/5IVKaAG7Uh,"[-105.27357731, 40.00736347]"
1253,2013-10-28 22:22:39+00:00,First bowl of the season #beef&amp;porkchili on a cold #boulder drizzly day @ Foolish Craig's Cafe http://t.co/WKn26A5b1s,"[-105.27444676, 40.0191592]"
1254,2013-10-29 14:07:15+00:00,"A cold, wet, gloomy start to your #cowx day on #BoydLake State Park NE of #Loveland. http://t.co/QP6ovJZpRX","[-105.0654197, 40.40785998]"
1255,2013-10-29 14:41:55+00:00,Still dry w/some blue sky here in the mtns. #cowx,"[-106.05814196, 39.62829852]"
1256,2013-10-27 18:56:39+00:00,#BOULDER! 😍 Mountains are so beautiful!! I LOVE #Colorado ❤️,"[-105.25255767, 40.000315]"
1257,2013-10-28 01:39:13+00:00,Hickenlooper - the man #corising #cofloodrelief @ 1st Bank Center http://t.co/gIuuk6ojr8,"[-105.08569655, 39.90486683]"
1258,2013-10-27 14:33:09+00:00,@cdotharrison CDOT!!! What is your prediction on the final score?? #CHIEFSNATION #CHIEFSKINGDOM,"[-94.5246466, 39.1097539]"
1259,2013-10-28 01:36:49+00:00,Fall in Boulder. #fall #beautifall #snapseed #hike #colors #colorado #boulder @ Centennial Trailhead http://t.co/AUD2Jq1J35,"[-105.29762389, 40.02012014]"
1260,2013-10-27 20:58:41+00:00,#Boulder all gussied up in fall colors (from Mt Sanitas) @ Mount Sanitas http://t.co/0bPzRAgAWF,"[-105.29586329, 40.02078771]"
1261,2013-10-27 20:03:04+00:00,Sharing a tent with Grimm Brothers at CAN'd Aid Brew Fest! #COFloodRelief @OskarBlues @grimmbrosbrew… http://t.co/jsib58KdRk,"[-105.13139, 40.13917208]"
1262,2013-10-27 20:57:55+00:00,@TahonaBistro was off the chain this weekend.  #goodtimes #boulder #danceparty #bass #lovemyjob #killingit http://t.co/66yopQXSWI,"[-105.279095, 40.04156]"
1263,2013-10-27 14:30:38+00:00,Good to be home. #boulder @ Chautauqua Park http://t.co/XSAl3VN5sh,"[-105.28241933, 39.99876656]"
1264,2013-10-28 01:10:14+00:00,The Fray - such awesome guys! #corising #cofloodrelief @ 1st Bank Center http://t.co/cwINeCvcpy,"[-105.08569655, 39.90486683]"
1265,2013-10-27 22:29:53+00:00,OMG who WOULDN'T want to live here?... #Boulder #Colorado #LoVE http://t.co/Fm0iH0FJZA,"[-105.09658235, 39.91622946]"
1266,2013-10-27 21:19:27+00:00,#goose #bufflove #mainsqueeze #boulder #kliffkingsbury @ The Goose http://t.co/0huw3C0jXY,"[-105.276796, 40.00953525]"
1267,2013-10-28 04:13:50+00:00,"@MtnDogMedia ""I can't make my face slutty!"" #Boulder #Halloween #DarkHorse http://t.co/IwO5mBGLMI","[-105.25144505, 40.00136399]"
1268,2013-10-28 13:20:56+00:00,Daniel trying to hook the rope on a #boulder to assist us in a safer #climb #xtremehikers #hiking… http://t.co/LXHVlqwxSd,"[-118.43096815, 34.02843708]"
1269,2013-10-28 00:20:35+00:00,Today's walk yielded some new #streetart I hadn't seen in #Boulder. This is cardboard near 30th: http://t.co/V1fUOW5Kuq,"[-105.2602552, 40.02889531]"
1270,2013-10-27 23:00:28+00:00,"#Boulder #Colorado #flatirons #climbing #rockclimbing @ Boulder, Colorado http://t.co/jVYirrvIpy","[-105.24873698, 39.99003199]"
1271,2013-10-28 00:42:59+00:00,#PanoramaPoint #Boulder #Colorado #Fall #RockyMountains #Love @ Panorama Point http://t.co/EL62eghgnG,"[-105.292601, 40.006094]"
1272,2013-10-28 01:53:34+00:00,Dave Matthews putting on an amazing set at #coloradorising. Txt Flood to 27722 to donate $10 to Mile High United Way/ #COFlood Recovery.,"[-105.08550512, 39.90483471]"
1273,2013-10-27 18:33:56+00:00,It's a party at the top! Amazing Sunday morning for the #Boulder Social Hikers. @ Mount Sanitas Summit http://t.co/BqfgdxKsvg,"[-105.30527097, 40.034365]"
1274,2013-10-28 15:57:26+00:00,"The @grenadier folks take care of us when we're here in #boulder. Chilly, but have a nice fire. [pic]: http://t.co/NO7Za4tAww","[-105.2828423, 40.01571532]"
1275,2013-10-27 23:45:24+00:00,YAYYY THETA WON HOMECOMING WEEEEEK! 😁😁🎉🎈 #kat #Boulder,"[-105.25189499, 39.99897295]"
1276,2013-10-28 00:23:08+00:00,"This #streetart tag made me giggle, but then again I'm inappropriate. Sums up a lot. #Boulder http://t.co/ct4IMbCKVf","[-105.26016024, 40.02895074]"
1277,2013-10-28 00:21:33+00:00,This little painted #streetart piece is near Foothills. #Boulder #frog http://t.co/Rs7gjQZSda,"[-105.26021769, 40.02891819]"
1278,2013-10-28 00:49:53+00:00,Headed in to the SOLD OUT #coloradorising show. Txt Flood to 27722 to donate $10 to Mile High United Way/ #COFlood Recovery. #CORising,"[-105.09179191, 39.90552674]"
1279,2013-10-27 22:52:26+00:00,#Fall #Boulder #Colorado @ new era colorado http://t.co/dcdaMYCozu,"[-105.27381237, 40.01987154]"
1280,2013-10-26 19:27:29+00:00,I love my friends. Notice rob and Chris. #boulder @Nixon_77 willifordm @JMae21 @kyndallane17 ekblanks… http://t.co/gNvzmbZpvE,"[-105.26018656, 40.01244507]"
1281,2013-10-26 21:34:55+00:00,City Star Red Necktar now pourin' at Pizza Bar 66! Post #COFlood doors are open for tonight... come… http://t.co/UqJmh9y7Jx,"[-105.270671, 40.224645]"
1282,2013-10-26 08:58:42+00:00,"Lol! Coloversity of Unirado!!!!
#wth #Colorado #boulder @ Cosmo's Pizza http://t.co/t1Kc9F6dYh","[-105.27706377, 40.01002894]"
1283,2013-10-26 07:23:28+00:00,#salmisaari #kiipeilyareena #kiipeily  Kivoja uusia seiniä kiivettävänä ja #boulder -alue entistä parempi! :) http://t.co/RYNa3ttbBC,"[25.03542275, 60.18638207]"
1284,2013-10-27 00:57:55+00:00,All about AZ. #boulder #colorado #arizona #wildcats #az #collegefootball #folsomfield… http://t.co/Xkhnns76AE,"[-105.26688695, 40.00939837]"
1285,2013-10-26 13:31:52+00:00,It's been a blast these past 9+ years.  #Boulder will always in my heart! Bittersweet / onto the next &gt; NYC http://t.co/Z47PaidPoJ,"[-104.67378616, 39.85029262]"
1286,2013-10-27 00:53:24+00:00,We may lose but we still party on gameday #boulder #homecoming #cuvszona #ΚΣ @ University of Colorado… http://t.co/FWEznzXuaM,"[-105.26589022, 40.0073385]"
1287,2013-10-27 07:27:34+00:00,"Find a restaurant in #Boulder, #Colorado here! http://t.co/5diR2wsDq0","[-105.2516, 39.9802]"
1288,2013-10-26 21:20:37+00:00,"Got my Rocky Mountain Flannel on today.. #Camo #Boulder #Colorado #RockyMountains @ Boulder, Colorado http://t.co/kOatOHZejF","[-105.24873698, 39.99003199]"
1289,2013-10-26 20:32:07+00:00,Great run! #colorado #boulder #303 #run #nikerun #flatirons #foothills #trail #skybluesky @ South Boulder http://t.co/F5LeP8xJ6R,"[-105.24016816, 39.97161659]"
1290,2013-10-26 21:16:28+00:00,Beautiful day in downtown Boulder! Love me some hippies. #PearlStreet #Fall #Boulder #Colorado… http://t.co/jnTQnG8SMA,"[-105.27878987, 40.01806013]"
1291,2013-10-26 21:50:31+00:00,Gorgeous day in #Boulder! @OnlyInBoulder http://t.co/3a8GiOrQea,"[-105.21233827, 40.00653619]"
1292,2013-10-27 02:40:06+00:00,Flood relief fundraiser for Crest View. Proud of you mandyjbldr! #boulderflood @ Upslope Brewery http://t.co/zv1mfbcPat,"[-105.27923584, 40.0628003]"
1293,2013-10-26 19:04:54+00:00,Filming on #pearlst in #boulder with @sparks_matt @ Boulder http://t.co/x3yyUPW6HV,"[-105.26044088, 40.01854869]"
1294,2013-10-26 16:22:27+00:00,Caffeinating before filming in #boulder today. (@ Two Rivers Craft Coffee Company) http://t.co/ByQcOPxuJl,"[-105.08296251, 39.83791989]"
1295,2013-10-26 07:32:19+00:00,This weekend is kinda like Christmas #boulder #cuhomecoming,"[-105.28450721, 40.01302556]"
1296,2013-10-26 21:47:48+00:00,#Flatirons #Boulder #Colorado http://t.co/M1mvYBqQ0C,"[-105.25371018, 39.96677065]"
1297,2013-10-26 20:55:56+00:00,Gorgeous day in #Boulder. @ Viele Lake http://t.co/U6BcKtqC9c,"[-105.25041422, 39.97430662]"
1298,2013-10-26 23:57:18+00:00,The flatirons at Chautauqua park!  #boulder @ Chautauqua Park http://t.co/9tyOPoDWTN,"[-105.28241933, 39.99876656]"
1299,2013-10-27 00:21:30+00:00,@upslope knows whats up-- deeeelicious #brownale &amp; some badass #growlers #boulder #colorado #craftbeer… http://t.co/ugozllbdp3,"[-105.27923584, 40.0628003]"
1300,2013-10-27 02:27:21+00:00,7 thousand feet up and you're not invited. Peep the 🐘 though. #boulder #CU #RTR @ Top of the 1st Flatiron http://t.co/UlxDbEE08I,"[-105.29448569, 39.99023887]"
1301,2013-10-25 15:43:59+00:00,Half time #tea to clear my nose. Falling sick. #climb #castle #boulder #london @ Castle Climbing Centre http://t.co/yACB7Iw85X,"[-0.09263277, 51.56539315]"
1302,2013-10-25 17:58:44+00:00,I bet DA &gt; #AlexHUNTER is Hiding today !  #JonBenetRamsey #Boulder  #Colorao,"[-81.00058392, 34.87913544]"
1303,2013-10-26 03:54:59+00:00,"If you're in #Boulder, get over to the Pearl St Illegal Pete's! About to jam w/ #Wonderlic @ Illegal… http://t.co/qHNPbEqQGd","[-105.27608641, 40.01877972]"
1304,2013-10-26 03:59:43+00:00,@djpetey We're back in #BOULDER  where are you spinning tonight?,"[-105.25679915, 39.9906589]"
1305,2013-10-25 14:04:12+00:00,"Welcome to Colorado, @katyperry! #ROAR #ColoradoStrong :) | #NowPlaying Roar by Katy Perry on #Spotify  http://t.co/U49QVIAZtD","[-104.964746, 39.750676]"
1306,2013-10-25 18:24:50+00:00,This placeeeeee #boulder #colorado #homecoming #2013 #boulderalumni @ St Julien Hotel &amp; Spa http://t.co/lBYc9ydkR3,"[-105.2828423, 40.01571532]"
1307,2013-10-26 00:20:31+00:00,#boulder @ The Trap http://t.co/RL83Dkp7ZC,"[-105.2803415, 40.0121906]"
1308,2013-10-25 19:50:06+00:00,#Boulder Home Depot smells like hippies and I don't like it.,"[-105.25498471, 40.01600823]"
1309,2013-10-25 21:26:48+00:00,View outside the window(sorry for the screen)😍 #fall #co #boulder #fallhastobethebestseason @ The Nunnery http://t.co/0CaNbZcbwh,"[-105.25808667, 40.00334445]"
1310,2013-10-25 18:36:05+00:00,A final farewell last night to an amazing #boulder crew. #bittersweet @ The Kitchen [NEXT DOOR] http://t.co/ip6cXUl02f,"[-105.28177053, 40.01763195]"
1311,2013-10-25 14:26:51+00:00,#climb on #boulder #castle @ Castle Climbing Centre http://t.co/HnybNMixQV,"[-0.09263277, 51.56539315]"
1312,2013-10-25 17:49:05+00:00,#JonBonetRamsey #AlexHunter #Boulder #Colorado This Smells Bad people ;( $$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$,"[-81.03597131, 34.75383298]"
1313,2013-10-25 14:18:24+00:00,@Thebigzill I got u!!! #the Main Ninja Protect #Boulder the Chinese god*,"[29.4128, -25.76315]"
1314,2013-10-25 13:02:03+00:00,Love this weather. #denver #cowx#thisisregis @regisuniversity 😍🍁🍂🌆 @ Regis University http://t.co/6Wpp8Fa9WS,"[-105.03015518, 39.78944546]"
1315,2013-10-25 20:53:37+00:00,Gorgeous afternoon! Trees along Bear Creek are still holding on to some color. #cowx http://t.co/w8XNckqzae,"[-105.27593496, 39.97747892]"
1316,2013-10-25 22:58:25+00:00,Holy crap - a Philly hoagie spot in #boulder that I never knew about - complete with the South Philly attitude http://t.co/GJrRNqGFyV,"[-105.25991796, 40.03543671]"
1317,2013-10-25 16:20:23+00:00,Fresh #raspberries #outside walls #climb #boulder @ Castle Climbing Centre http://t.co/oG9ppaEYNj,"[-0.09263277, 51.56539315]"
1318,2013-10-25 21:22:06+00:00,So @campgreensky is sold out tonight in #Boulder. Who's got my extras? @Anders_Beck,"[-104.94210635, 39.68882164]"
1319,2013-10-26 02:14:42+00:00,"If #Boulder a large body of water, it'd be pretty perfect.","[-122.31286531, 47.44248294]"
1320,2013-10-25 16:23:11+00:00,Only 10 #WeldCounty roads remain close from #cofloods. 91% repaired in just 6 weeks. WCR 13 &amp; 61 latest to open. http://t.co/aDmY1OxrWa,"[-105.0779387, 40.5850186]"
1321,2013-10-25 16:44:55+00:00,@ashley_norton well you areee in boulder. Most people areee shoeless. #boulder #hippies,"[-105.08612065, 40.58029415]"
1322,2013-10-25 23:20:49+00:00,Had to get at least on shot from afternoon trail run #Eldorado #fallcolors #trailrunning #boco_Trails… http://t.co/8JhP4FFjLN,"[-105.23127122, 39.95267376]"
1323,2013-10-25 18:36:57+00:00,#colorado #cider #boulder #glutenfree @ Riffs Urban Fare http://t.co/Q8rcqV9ZCz,"[-105.28088752, 40.01773908]"
1324,2013-10-25 00:06:53+00:00,"""@kerryolson: @Sara_rog @PurdySarah @alixbrrr homecoming 2013 year of the dorm shack.... #boulder” we can only hope for that glorious shack!","[-104.67395975, 39.86301497]"
1325,2013-10-25 03:19:12+00:00,Ladies night barre class!! SUPA FUN.  #fuelamazing #fitgirls #boulder @athleta @ Athleta http://t.co/gsBuAaNCKj,"[-105.280504, 40.018049]"
1326,2013-10-24 21:20:24+00:00,Who says I don't like #fall? #cu #boulder #Trees like that remind me of bloorayne @ Norlin Quad http://t.co/5AM1cRErTC,"[-105.27242851, 40.0088471]"
1327,2013-10-24 21:03:08+00:00,Beautiful autumn day in Boulder! 🍁🍂 #iger #igerscolorado #igersboulder #boulder #colorado #instamood… http://t.co/XvL7B6IEt0,"[-105.28045893, 40.01459994]"
1328,2013-10-24 16:29:02+00:00,Places that warm the heart and soul. #boulder #coffee #fall @ Trident Booksellers &amp; Cafe http://t.co/u6NMMFeBle,"[-105.2829509, 40.01713434]"
1329,2013-10-25 02:37:58+00:00,#foreverbuffs #imbackbitches #boulder @BrittanyVecchio @Batorade,"[-105.28163273, 40.01221692]"
1330,2013-10-25 03:34:42+00:00,Ladies night barre class!! SUPA FUN :) #fuelamazing #fitgirls #boulder @Athleta http://t.co/ns5aDddCfu,"[-105.24959676, 40.03422135]"
1331,2013-10-24 01:20:11+00:00,"Visiting #Boulder, #Montana? Check out this great new app for news, weather, hotels, and food here! http://t.co/dNVStN7HZZ","[-112.113757, 46.230647]"
1332,2013-10-23 19:21:03+00:00,#hike #forest #mountains #flatirons #boulder #colorado #outdoors #adventure #boyfriend #party @… http://t.co/qAWSam5Vqm,"[-105.28283087, 39.99884564]"
1333,2013-10-23 22:53:29+00:00,“@kindcolorado: fitted and flexfit now available. #coflood #boulder #colorado #2013 http://t.co/K2PUSHRPbw” Hear that Santa? 🎅(7 1/2 White)🎄,"[-70.9478323, 43.06444504]"
1334,2013-10-24 02:18:16+00:00,"Eastern Skies #sunrise #boulder #colorado #powerlines @ Boulder, CO http://t.co/Idv7zpwEnu","[-105.24476167, 40.02417217]"
1335,2013-10-24 03:15:36+00:00,@hickforco @CO_Municipal thank you for the update on #CoFlood during the CML District 2 meeting in Loveland today! http://t.co/KmL1ebSw57,"[-105.0878178, 40.29264426]"
1336,2013-10-25 00:04:30+00:00,@Sara_rog @PurdySarah @alixbrrr homecoming 2013 year of the dorm shack.... #boulder,"[-105.00738205, 39.75819547]"
1337,2013-10-24 21:47:06+00:00,Wonderful red trail Mt. Sanitas #trailrunning #instarunners #boco_Trails @ Mount Sanitas Summit http://t.co/v5SFNwnWML,"[-105.30527097, 40.034365]"
1338,2013-10-25 00:14:56+00:00,Autumn ❤❤❤ #boulder #colorado #iger #igersboulder #igerscolorado #autumn #fall #mountains… http://t.co/UQsPEKryna,"[-105.0056, 39.731866]"
